,Unnamed: 0,GEO_ID,NAME,NAICS2017,NAICS2017_LABEL,SEX,SEX_LABEL,ETH_GROUP,ETH_GROUP_LABEL,RACE_GROUP,RACE_GROUP_LABEL,VET_GROUP,VET_GROUP_LABEL,YEAR,FIRMPDEMP,RCPPDEMP,EMP,PAYANN
1717,1717,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,29,Non-Hispanic,0,Total,2,Veteran,2019,S,S,100 to 249 employees,S
1718,1718,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,30,White,2,Veteran,2019,11484,W,173874,8887167
1719,1719,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,1,Total,30,White,2,Veteran,2019,208,U,11302,661276
1720,1720,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,30,White,2,Veteran,2019,11168,W,162145,8208374
1721,1721,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,1,Total,30,White,2,Veteran,2019,S,S,250 to 499 employees,S
1722,1722,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,20,Hispanic,30,White,2,Veteran,2019,S,S,"5,000 to 9,999 employees",S
1723,1723,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,28,Equally Hispanic/non-Hispanic,30,White,2,Veteran,2019,S,S,100 to 249 employees,S
1724,1724,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,30,White,2,Veteran,2019,11159,W,168652,8625212
1725,1725,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,40,Black or African American,2,Veteran,2019,898,T,6231,189595
1726,1726,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,1,Total,40,Black or African American,2,Veteran,2019,S,S,100 to 249 employees,S
1727,1727,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,40,Black or African American,2,Veteran,2019,774,T,6004,179583
1728,1728,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,20,Hispanic,40,Black or African American,2,Veteran,2019,D,D,0 to 19 employees,D
1729,1729,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,40,Black or African American,2,Veteran,2019,890,T,6223,189436
1730,1730,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,50,American Indian and Alaska Native,2,Veteran,2019,96,O,324,18341
1731,1731,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,50,American Indian and Alaska Native,2,Veteran,2019,96,O,324,18341
1732,1732,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,50,American Indian and Alaska Native,2,Veteran,2019,96,O,324,18341
1733,1733,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,60,Asian,2,Veteran,2019,S,S,"1,000 to 2,499 employees",S
1734,1734,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,1,Total,60,Asian,2,Veteran,2019,D,D,0 to 19 employees,D
1735,1735,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,60,Asian,2,Veteran,2019,S,S,"1,000 to 2,499 employees",S
1736,1736,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,20,Hispanic,60,Asian,2,Veteran,2019,S,S,20 to 99 employees,S
1737,1737,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,60,Asian,2,Veteran,2019,S,S,"1,000 to 2,499 employees",S
1738,1738,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,70,Native Hawaiian and Other Pacific Islander,2,Veteran,2019,25,M,883,23108
1739,1739,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,70,Native Hawaiian and Other Pacific Islander,2,Veteran,2019,25,M,883,23108
1740,1740,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,70,Native Hawaiian and Other Pacific Islander,2,Veteran,2019,25,M,883,23108
1741,1741,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,90,Minority,2,Veteran,2019,1509,U,12972,498482
1742,1742,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,91,Equally minority/nonminority,2,Veteran,2019,S,S,100 to 249 employees,S
1743,1743,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,92,Nonminority,2,Veteran,2019,11071,W,168312,8612694
1744,1744,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,2019,5414,W,47609,2120922
1745,1745,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,1,Total,0,Total,3,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D
1746,1746,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,0,Total,3,Equally veteran/nonveteran,2019,1395,U,24490,1197567
1747,1747,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,1,Total,0,Total,3,Equally veteran/nonveteran,2019,4005,U,22631,893923
1748,1748,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,20,Hispanic,0,Total,3,Equally veteran/nonveteran,2019,S,S,100 to 249 employees,S
1749,1749,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,20,Hispanic,0,Total,3,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D
1750,1750,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,20,Hispanic,0,Total,3,Equally veteran/nonveteran,2019,S,S,100 to 249 employees,S
1751,1751,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,28,Equally Hispanic/non-Hispanic,0,Total,3,Equally veteran/nonveteran,2019,264,R,1513,57386
1752,1752,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,28,Equally Hispanic/non-Hispanic,0,Total,3,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D
1753,1753,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,28,Equally Hispanic/non-Hispanic,0,Total,3,Equally veteran/nonveteran,2019,S,S,"1,000 to 2,499 employees",S
1754,1754,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,0,Total,3,Equally veteran/nonveteran,2019,4976,W,45875,2057327
1755,1755,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,29,Non-Hispanic,0,Total,3,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D
1756,1756,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,29,Non-Hispanic,0,Total,3,Equally veteran/nonveteran,2019,1391,U,24092,1177220
1757,1757,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,29,Non-Hispanic,0,Total,3,Equally veteran/nonveteran,2019,3569,U,21295,850675
1758,1758,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,30,White,3,Equally veteran/nonveteran,2019,4962,W,44884,2033528
1759,1759,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,1,Total,30,White,3,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D
1760,1760,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,30,White,3,Equally veteran/nonveteran,2019,1290,U,24074,1173611
1761,1761,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,1,Total,30,White,3,Equally veteran/nonveteran,2019,3656,U,20322,830486
1762,1762,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,20,Hispanic,30,White,3,Equally veteran/nonveteran,2019,S,S,100 to 249 employees,S
1763,1763,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,28,Equally Hispanic/non-Hispanic,30,White,3,Equally veteran/nonveteran,2019,262,R,1506,57197
1764,1764,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,30,White,3,Equally veteran/nonveteran,2019,4595,W,43244,1971924
1765,1765,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,40,Black or African American,3,Equally veteran/nonveteran,2019,S,S,"1,000 to 2,499 employees",S
1766,1766,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,40,Black or African American,3,Equally veteran/nonveteran,2019,S,S,20 to 99 employees,S
1767,1767,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,1,Total,40,Black or African American,3,Equally veteran/nonveteran,2019,S,S,"1,000 to 2,499 employees",S
1768,1768,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,40,Black or African American,3,Equally veteran/nonveteran,2019,S,S,"1,000 to 2,499 employees",S
1769,1769,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,50,American Indian and Alaska Native,3,Equally veteran/nonveteran,2019,20,K,50,1079
1770,1770,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,1,Total,50,American Indian and Alaska Native,3,Equally veteran/nonveteran,2019,20,K,50,1079
1771,1771,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,50,American Indian and Alaska Native,3,Equally veteran/nonveteran,2019,20,K,50,1079
1772,1772,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,60,Asian,3,Equally veteran/nonveteran,2019,105,O,296,15272
1773,1773,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,60,Asian,3,Equally veteran/nonveteran,2019,S,S,100 to 249 employees,S
1774,1774,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,1,Total,60,Asian,3,Equally veteran/nonveteran,2019,D,D,100 to 249 employees,D
1775,1775,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,60,Asian,3,Equally veteran/nonveteran,2019,105,O,296,15272
1776,1776,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,70,Native Hawaiian and Other Pacific Islander,3,Equally veteran/nonveteran,2019,D,D,100 to 249 employees,D
1777,1777,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,1,Total,70,Native Hawaiian and Other Pacific Islander,3,Equally veteran/nonveteran,2019,D,D,100 to 249 employees,D
1778,1778,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,70,Native Hawaiian and Other Pacific Islander,3,Equally veteran/nonveteran,2019,D,D,100 to 249 employees,D
1779,1779,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,90,Minority,3,Equally veteran/nonveteran,2019,485,R,2231,68982
1780,1780,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,91,Equally minority/nonminority,3,Equally veteran/nonveteran,2019,381,R,2328,86874
1781,1781,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,92,Nonminority,3,Equally veteran/nonveteran,2019,4547,W,43050,1965066
1782,1782,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,0,Total,4,Nonveteran,2019,174595,W,1968281,90044492
1783,1783,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,1,Total,0,Total,4,Nonveteran,2019,25712,W,258514,11669324
1784,1784,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,0,Total,4,Nonveteran,2019,120716,W,1507349,69551882
1785,1785,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,1,Total,0,Total,4,Nonveteran,2019,28168,W,202418,8823287
1786,1786,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,20,Hispanic,0,Total,4,Nonveteran,2019,21541,W,118741,5058856
1787,1787,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,20,Hispanic,0,Total,4,Nonveteran,2019,S,S,"10,000 to 24,999 employees",S
1788,1788,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,20,Hispanic,0,Total,4,Nonveteran,2019,15630,W,86201,3654170
1789,1789,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,20,Hispanic,0,Total,4,Nonveteran,2019,2889,U,13722,597617
1790,1790,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,28,Equally Hispanic/non-Hispanic,0,Total,4,Nonveteran,2019,1258,U,9210,414224
1791,1791,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,28,Equally Hispanic/non-Hispanic,0,Total,4,Nonveteran,2019,S,S,250 to 499 employees,S
1792,1792,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,28,Equally Hispanic/non-Hispanic,0,Total,4,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S
1793,1793,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,28,Equally Hispanic/non-Hispanic,0,Total,4,Nonveteran,2019,884,U,6172,307258
1794,1794,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,0,Total,4,Nonveteran,2019,151798,W,1840330,84571412
1795,1795,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,29,Non-Hispanic,0,Total,4,Nonveteran,2019,22616,W,239436,10846440
1796,1796,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,29,Non-Hispanic,0,Total,4,Nonveteran,2019,104786,W,1418371,65806561
1797,1797,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,29,Non-Hispanic,0,Total,4,Nonveteran,2019,24396,W,182524,7918412
1798,1798,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,30,White,4,Nonveteran,2019,154618,W,1823039,84548300
1799,1799,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,1,Total,30,White,4,Nonveteran,2019,22179,W,237064,10680259
1800,1800,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,30,White,4,Nonveteran,2019,106551,W,1400170,65698590
1801,1801,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,1,Total,30,White,4,Nonveteran,2019,25888,W,185804,8169450
1802,1802,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,20,Hispanic,30,White,4,Nonveteran,2019,20747,W,113074,4846549
1803,1803,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,28,Equally Hispanic/non-Hispanic,30,White,4,Nonveteran,2019,1216,U,8801,388790
1804,1804,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,30,White,4,Nonveteran,2019,132655,W,1701163,79312961
1805,1805,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,40,Black or African American,4,Nonveteran,2019,7727,W,45685,1520151
1806,1806,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,1,Total,40,Black or African American,4,Nonveteran,2019,1062,T,7079,262574
1807,1807,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,40,Black or African American,4,Nonveteran,2019,5929,U,34493,1123386
1808,1808,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,1,Total,40,Black or African American,4,Nonveteran,2019,736,R,4113,134191
1809,1809,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,20,Hispanic,40,Black or African American,4,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S
1810,1810,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,28,Equally Hispanic/non-Hispanic,40,Black or African American,4,Nonveteran,2019,D,D,0 to 19 employees,D
1811,1811,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,40,Black or African American,4,Nonveteran,2019,7099,W,42074,1388605
1812,1812,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,50,American Indian and Alaska Native,4,Nonveteran,2019,1424,U,10277,456960
1813,1813,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,1,Total,50,American Indian and Alaska Native,4,Nonveteran,2019,374,R,2672,105050
1814,1814,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,50,American Indian and Alaska Native,4,Nonveteran,2019,1035,U,7505,346940
1815,1815,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,1,Total,50,American Indian and Alaska Native,4,Nonveteran,2019,13,L,100,4970
1816,1816,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,20,Hispanic,50,American Indian and Alaska Native,4,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S
1817,1817,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,50,American Indian and Alaska Native,4,Nonveteran,2019,967,U,6624,304579
1818,1818,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,60,Asian,4,Nonveteran,2019,11442,W,91545,3609558
1819,1819,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,1,Total,60,Asian,4,Nonveteran,2019,2327,U,12624,658327
1820,1820,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,60,Asian,4,Nonveteran,2019,8285,W,70429,2594652
1821,1821,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,1,Total,60,Asian,4,Nonveteran,2019,827,U,8492,356579
1822,1822,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,20,Hispanic,60,Asian,4,Nonveteran,2019,25,K,45,3848
1823,1823,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,60,Asian,4,Nonveteran,2019,11416,W,91500,3605710
1824,1824,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,70,Native Hawaiian and Other Pacific Islander,4,Nonveteran,2019,355,R,1771,68062
1825,1825,0100000US,United States,48-49(661),Transportation and warehousing(661),2,Female,1,Total,70,Native Hawaiian and Other Pacific Islander,4,Nonveteran,2019,S,S,500 to 999 employees,S
1826,1826,0100000US,United States,48-49(661),Transportation and warehousing(661),3,Male,1,Total,70,Native Hawaiian and Other Pacific Islander,4,Nonveteran,2019,251,R,940,42588
1827,1827,0100000US,United States,48-49(661),Transportation and warehousing(661),4,Equally male/female,1,Total,70,Native Hawaiian and Other Pacific Islander,4,Nonveteran,2019,S,S,100 to 249 employees,S
1828,1828,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,20,Hispanic,70,Native Hawaiian and Other Pacific Islander,4,Nonveteran,2019,S,S,100 to 249 employees,S
1829,1829,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,29,Non-Hispanic,70,Native Hawaiian and Other Pacific Islander,4,Nonveteran,2019,293,R,1652,63208
1830,1830,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,90,Minority,4,Nonveteran,2019,41307,W,261115,10450519
1831,1831,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,91,Equally minority/nonminority,4,Nonveteran,2019,2358,U,16315,717456
1832,1832,0100000US,United States,48-49(661),Transportation and warehousing(661),1,Total,1,Total,92,Nonminority,4,Nonveteran,2019,130931,W,1690852,78876517
1833,1833,0100000US,United States,48-49(661),Transportation and warehousing(661),96,Classifiable,96,Classifiable,96,Classifiable,96,Classifiable,2019,192636,W,2197392,101285363
1834,1834,0100000US,United States,48-49(661),Transportation and warehousing(661),98,Unclassifiable,98,Unclassifiable,98,Unclassifiable,98,Unclassifiable,2019,4388,W,3188076,178282806
1835,1835,0100000US,United States,51,Information,1,Total,1,Total,0,Total,1,Total,2019,82279,W,3463102,393115627
1836,1836,0100000US,United States,51,Information,2,Female,1,Total,0,Total,1,Total,2019,11847,W,112445,8314806
1837,1837,0100000US,United States,51,Information,3,Male,1,Total,0,Total,1,Total,2019,53302,W,934354,89182573
1838,1838,0100000US,United States,51,Information,4,Equally male/female,1,Total,0,Total,1,Total,2019,9671,W,80084,5383074
1839,1839,0100000US,United States,51,Information,1,Total,20,Hispanic,0,Total,1,Total,2019,2970,W,20707,1490272
1840,1840,0100000US,United States,51,Information,2,Female,20,Hispanic,0,Total,1,Total,2019,538,U,3567,308921
1841,1841,0100000US,United States,51,Information,3,Male,20,Hispanic,0,Total,1,Total,2019,2033,U,14023,1088143
1842,1842,0100000US,United States,51,Information,4,Equally male/female,20,Hispanic,0,Total,1,Total,2019,400,R,3117,93208
1843,1843,0100000US,United States,51,Information,1,Total,28,Equally Hispanic/non-Hispanic,0,Total,1,Total,2019,685,T,3846,298738
1844,1844,0100000US,United States,51,Information,2,Female,28,Equally Hispanic/non-Hispanic,0,Total,1,Total,2019,S,S,20 to 99 employees,S
1845,1845,0100000US,United States,51,Information,3,Male,28,Equally Hispanic/non-Hispanic,0,Total,1,Total,2019,269,T,2072,171109
1846,1846,0100000US,United States,51,Information,4,Equally male/female,28,Equally Hispanic/non-Hispanic,0,Total,1,Total,2019,402,R,1744,126354
1847,1847,0100000US,United States,51,Information,1,Total,29,Non-Hispanic,0,Total,1,Total,2019,71166,W,1102330,101091443
1848,1848,0100000US,United States,51,Information,2,Female,29,Non-Hispanic,0,Total,1,Total,2019,11294,W,108847,8004610
1849,1849,0100000US,United States,51,Information,3,Male,29,Non-Hispanic,0,Total,1,Total,2019,50998,W,918259,87923320
1850,1850,0100000US,United States,51,Information,4,Equally male/female,29,Non-Hispanic,0,Total,1,Total,2019,8871,W,75224,5163513
1851,1851,0100000US,United States,51,Information,1,Total,1,Total,30,White,1,Total,2019,67359,W,1032361,94805189
1852,1852,0100000US,United States,51,Information,2,Female,1,Total,30,White,1,Total,2019,10646,W,97092,7141518
1853,1853,0100000US,United States,51,Information,3,Male,1,Total,30,White,1,Total,2019,48007,W,860673,82597361
1854,1854,0100000US,United States,51,Information,4,Equally male/female,1,Total,30,White,1,Total,2019,8704,W,74596,5066309
1855,1855,0100000US,United States,51,Information,1,Total,20,Hispanic,30,White,1,Total,2019,2890,W,20309,1475530
1856,1856,0100000US,United States,51,Information,2,Female,20,Hispanic,30,White,1,Total,2019,524,U,3539,307925
1857,1857,0100000US,United States,51,Information,3,Male,20,Hispanic,30,White,1,Total,2019,1971,U,13674,1074868
1858,1858,0100000US,United States,51,Information,4,Equally male/female,20,Hispanic,30,White,1,Total,2019,396,R,3096,92736
1859,1859,0100000US,United States,51,Information,1,Total,28,Equally Hispanic/non-Hispanic,30,White,1,Total,2019,592,T,3598,287062
1860,1860,0100000US,United States,51,Information,2,Female,28,Equally Hispanic/non-Hispanic,30,White,1,Total,2019,S,S,20 to 99 employees,S
1861,1861,0100000US,United States,51,Information,3,Male,28,Equally Hispanic/non-Hispanic,30,White,1,Total,2019,242,T,2013,166222
1862,1862,0100000US,United States,51,Information,4,Equally male/female,28,Equally Hispanic/non-Hispanic,30,White,1,Total,2019,337,R,1557,119610
1863,1863,0100000US,United States,51,Information,1,Total,29,Non-Hispanic,30,White,1,Total,2019,63876,W,1008453,93042597
1864,1864,0100000US,United States,51,Information,2,Female,29,Non-Hispanic,30,White,1,Total,2019,10109,W,93524,6832363
1865,1865,0100000US,United States,51,Information,3,Male,29,Non-Hispanic,30,White,1,Total,2019,45792,W,844986,81356271
1866,1866,0100000US,United States,51,Information,4,Equally male/female,29,Non-Hispanic,30,White,1,Total,2019,7974,W,69943,4853963
1867,1867,0100000US,United States,51,Information,1,Total,1,Total,40,Black or African American,1,Total,2019,1250,U,11661,822016
1868,1868,0100000US,United States,51,Information,2,Female,1,Total,40,Black or African American,1,Total,2019,252,T,3470,227446
1869,1869,0100000US,United States,51,Information,3,Male,1,Total,40,Black or African American,1,Total,2019,900,U,7821,577218
1870,1870,0100000US,United States,51,Information,4,Equally male/female,1,Total,40,Black or African American,1,Total,2019,97,L,371,17352
1871,1871,0100000US,United States,51,Information,1,Total,20,Hispanic,40,Black or African American,1,Total,2019,31,L,306,9021
1872,1872,0100000US,United States,51,Information,2,Female,20,Hispanic,40,Black or African American,1,Total,2019,S,S,0 to 19 employees,S
1873,1873,0100000US,United States,51,Information,3,Male,20,Hispanic,40,Black or African American,1,Total,2019,25,L,297,8903
1874,1874,0100000US,United States,51,Information,1,Total,28,Equally Hispanic/non-Hispanic,40,Black or African American,1,Total,2019,D,D,20 to 99 employees,D
1875,1875,0100000US,United States,51,Information,3,Male,28,Equally Hispanic/non-Hispanic,40,Black or African American,1,Total,2019,D,D,20 to 99 employees,D
1876,1876,0100000US,United States,51,Information,1,Total,29,Non-Hispanic,40,Black or African American,1,Total,2019,1216,U,11334,810454
1877,1877,0100000US,United States,51,Information,2,Female,29,Non-Hispanic,40,Black or African American,1,Total,2019,245,T,3461,227328
1878,1878,0100000US,United States,51,Information,3,Male,29,Non-Hispanic,40,Black or African American,1,Total,2019,872,U,7503,565774
1879,1879,0100000US,United States,51,Information,4,Equally male/female,29,Non-Hispanic,40,Black or African American,1,Total,2019,97,L,371,17352
1880,1880,0100000US,United States,51,Information,1,Total,1,Total,50,American Indian and Alaska Native,1,Total,2019,189,R,1827,65149
1881,1881,0100000US,United States,51,Information,2,Female,1,Total,50,American Indian and Alaska Native,1,Total,2019,44,M,226,13717
1882,1882,0100000US,United States,51,Information,3,Male,1,Total,50,American Indian and Alaska Native,1,Total,2019,141,R,1597,51318
1883,1883,0100000US,United States,51,Information,4,Equally male/female,1,Total,50,American Indian and Alaska Native,1,Total,2019,D,D,0 to 19 employees,D
1884,1884,0100000US,United States,51,Information,1,Total,20,Hispanic,50,American Indian and Alaska Native,1,Total,2019,32,K,36,4424
1885,1885,0100000US,United States,51,Information,2,Female,20,Hispanic,50,American Indian and Alaska Native,1,Total,2019,11,I,10,326
1886,1886,0100000US,United States,51,Information,3,Male,20,Hispanic,50,American Indian and Alaska Native,1,Total,2019,22,K,26,4098
1887,1887,0100000US,United States,51,Information,1,Total,29,Non-Hispanic,50,American Indian and Alaska Native,1,Total,2019,156,R,1791,60725
1888,1888,0100000US,United States,51,Information,2,Female,29,Non-Hispanic,50,American Indian and Alaska Native,1,Total,2019,34,M,216,13391
1889,1889,0100000US,United States,51,Information,3,Male,29,Non-Hispanic,50,American Indian and Alaska Native,1,Total,2019,121,R,1571,47220
1890,1890,0100000US,United States,51,Information,4,Equally male/female,29,Non-Hispanic,50,American Indian and Alaska Native,1,Total,2019,D,D,0 to 19 employees,D
1891,1891,0100000US,United States,51,Information,1,Total,1,Total,60,Asian,1,Total,2019,5946,W,83438,7328934
1892,1892,0100000US,United States,51,Information,2,Female,1,Total,60,Asian,1,Total,2019,1151,U,12496,982045
1893,1893,0100000US,United States,51,Information,3,Male,1,Total,60,Asian,1,Total,2019,4411,W,68217,6194427
1894,1894,0100000US,United States,51,Information,4,Equally male/female,1,Total,60,Asian,1,Total,2019,386,T,2726,152462
1895,1895,0100000US,United States,51,Information,1,Total,20,Hispanic,60,Asian,1,Total,2019,38,K,54,1601
1896,1896,0100000US,United States,51,Information,2,Female,20,Hispanic,60,Asian,1,Total,2019,D,D,0 to 19 employees,D
1897,1897,0100000US,United States,51,Information,3,Male,20,Hispanic,60,Asian,1,Total,2019,37,I,47,1406
1898,1898,0100000US,United States,51,Information,1,Total,29,Non-Hispanic,60,Asian,1,Total,2019,5907,W,83385,7327334
1899,1899,0100000US,United States,51,Information,2,Female,29,Non-Hispanic,60,Asian,1,Total,2019,1147,U,12489,981851
1900,1900,0100000US,United States,51,Information,3,Male,29,Non-Hispanic,60,Asian,1,Total,2019,4374,W,68170,6193021
1901,1901,0100000US,United States,51,Information,4,Equally male/female,29,Non-Hispanic,60,Asian,1,Total,2019,386,T,2726,152462
1902,1902,0100000US,United States,51,Information,1,Total,1,Total,70,Native Hawaiian and Other Pacific Islander,1,Total,2019,S,S,250 to 499 employees,S
1903,1903,0100000US,United States,51,Information,2,Female,1,Total,70,Native Hawaiian and Other Pacific Islander,1,Total,2019,4,K,49,3179
1904,1904,0100000US,United States,51,Information,3,Male,1,Total,70,Native Hawaiian and Other Pacific Islander,1,Total,2019,S,S,250 to 499 employees,S
1905,1905,0100000US,United States,51,Information,1,Total,29,Non-Hispanic,70,Native Hawaiian and Other Pacific Islander,1,Total,2019,S,S,250 to 499 employees,S
