,Unnamed: 0,GEO_ID,NAME,NAICS2017,NAICS2017_LABEL,SEX,SEX_LABEL,ETH_GROUP,ETH_GROUP_LABEL,RACE_GROUP,RACE_GROUP_LABEL,VET_GROUP,VET_GROUP_LABEL,EMPSZFI,EMPSZFI_LABEL,YEAR,FIRMPDEMP,RCPPDEMP,EMP,PAYANN,Unnamed: 33
9501,9501,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,30,White,004,Nonveteran,657,Firms with 500 employees or more,2019,753,W,559298,42529763,
9502,9502,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,40,Black or African American,004,Nonveteran,611,Firms with no employees,2019,2887,T,0,123706,
9503,9503,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,40,Black or African American,004,Nonveteran,612,Firms with 1 to 4 employees,2019,9653,U,17575,828600,
9504,9504,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,40,Black or African American,004,Nonveteran,620,Firms with 5 to 9 employees,2019,1879,U,12238,651255,
9505,9505,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,40,Black or African American,004,Nonveteran,630,Firms with 10 to 19 employees,2019,646,U,8458,485445,
9506,9506,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,40,Black or African American,004,Nonveteran,641,Firms with 20 to 49 employees,2019,452,U,13755,934730,
9507,9507,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,40,Black or African American,004,Nonveteran,642,Firms with 50 to 99 employees,2019,161,U,9986,793410,
9508,9508,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,40,Black or African American,004,Nonveteran,651,Firms with 100 to 249 employees,2019,S,S,"5,000 to 9,999 employees",S,
9509,9509,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,40,Black or African American,004,Nonveteran,652,Firms with 250 to 499 employees,2019,9,T,3419,291529,
9510,9510,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,40,Black or African American,004,Nonveteran,657,Firms with 500 employees or more,2019,10,U,11060,441981,
9511,9511,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,611,Firms with no employees,2019,557,O,0,29773,
9512,9512,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,612,Firms with 1 to 4 employees,2019,2193,T,3904,173749,
9513,9513,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,620,Firms with 5 to 9 employees,2019,355,R,2493,139702,
9514,9514,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,630,Firms with 10 to 19 employees,2019,175,R,2443,127324,
9515,9515,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,641,Firms with 20 to 49 employees,2019,S,S,"2,500 to 4,999 employees",S,
9516,9516,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,642,Firms with 50 to 99 employees,2019,21,R,1264,122007,
9517,9517,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,651,Firms with 100 to 249 employees,2019,7,R,1159,77783,
9518,9518,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,652,Firms with 250 to 499 employees,2019,6,R,1726,69785,
9519,9519,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,50,American Indian and Alaska Native,004,Nonveteran,657,Firms with 500 employees or more,2019,D,D,500 to 999 employees,D,
9520,9520,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,60,Asian,004,Nonveteran,611,Firms with no employees,2019,11516,U,0,688090,
9521,9521,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,60,Asian,004,Nonveteran,612,Firms with 1 to 4 employees,2019,37729,W,64674,4355235,
9522,9522,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,60,Asian,004,Nonveteran,620,Firms with 5 to 9 employees,2019,6706,W,44154,3081048,
9523,9523,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,60,Asian,004,Nonveteran,630,Firms with 10 to 19 employees,2019,3965,W,52682,4043585,
9524,9524,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,60,Asian,004,Nonveteran,641,Firms with 20 to 49 employees,2019,2511,W,75009,6084042,
9525,9525,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,60,Asian,004,Nonveteran,642,Firms with 50 to 99 employees,2019,742,W,46112,4316822,
9526,9526,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,60,Asian,004,Nonveteran,651,Firms with 100 to 249 employees,2019,498,W,70737,6333562,
9527,9527,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,60,Asian,004,Nonveteran,652,Firms with 250 to 499 employees,2019,155,W,49629,4171526,
9528,9528,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,60,Asian,004,Nonveteran,657,Firms with 500 employees or more,2019,76,W,55995,5481973,
9529,9529,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,70,Native Hawaiian and Other Pacific Islander,004,Nonveteran,611,Firms with no employees,2019,S,S,0 to 19 employees,S,
9530,9530,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,70,Native Hawaiian and Other Pacific Islander,004,Nonveteran,612,Firms with 1 to 4 employees,2019,648,R,999,49808,
9531,9531,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,70,Native Hawaiian and Other Pacific Islander,004,Nonveteran,620,Firms with 5 to 9 employees,2019,S,S,500 to 999 employees,S,
9532,9532,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,70,Native Hawaiian and Other Pacific Islander,004,Nonveteran,630,Firms with 10 to 19 employees,2019,S,S,500 to 999 employees,S,
9533,9533,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,70,Native Hawaiian and Other Pacific Islander,004,Nonveteran,641,Firms with 20 to 49 employees,2019,20,O,572,38523,
9534,9534,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,70,Native Hawaiian and Other Pacific Islander,004,Nonveteran,642,Firms with 50 to 99 employees,2019,S,S,250 to 499 employees,S,
9535,9535,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,70,Native Hawaiian and Other Pacific Islander,004,Nonveteran,651,Firms with 100 to 249 employees,2019,4,O,499,34939,
9536,9536,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,70,Native Hawaiian and Other Pacific Islander,004,Nonveteran,652,Firms with 250 to 499 employees,2019,D,D,500 to 999 employees,D,
9537,9537,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,90,Minority,004,Nonveteran,611,Firms with no employees,2019,20230,W,0,1188224,
9538,9538,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,90,Minority,004,Nonveteran,612,Firms with 1 to 4 employees,2019,72994,W,128342,7247081,
9539,9539,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,90,Minority,004,Nonveteran,620,Firms with 5 to 9 employees,2019,13382,W,88171,5443876,
9540,9540,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,90,Minority,004,Nonveteran,630,Firms with 10 to 19 employees,2019,6808,W,90061,6209299,
9541,9541,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,90,Minority,004,Nonveteran,641,Firms with 20 to 49 employees,2019,4002,W,118825,9013627,
9542,9542,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,90,Minority,004,Nonveteran,642,Firms with 50 to 99 employees,2019,1151,W,72853,6216010,
9543,9543,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,90,Minority,004,Nonveteran,651,Firms with 100 to 249 employees,2019,714,W,97064,8252307,
9544,9544,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,90,Minority,004,Nonveteran,652,Firms with 250 to 499 employees,2019,234,W,76871,6122519,
9545,9545,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,90,Minority,004,Nonveteran,657,Firms with 500 employees or more,2019,97,W,74056,6460840,
9546,9546,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,91,Equally minority/nonminority,004,Nonveteran,611,Firms with no employees,2019,1857,T,0,115182,
9547,9547,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,91,Equally minority/nonminority,004,Nonveteran,612,Firms with 1 to 4 employees,2019,5537,U,10422,574261,
9548,9548,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,91,Equally minority/nonminority,004,Nonveteran,620,Firms with 5 to 9 employees,2019,1505,U,9755,666471,
9549,9549,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,91,Equally minority/nonminority,004,Nonveteran,630,Firms with 10 to 19 employees,2019,620,U,7669,520331,
9550,9550,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,91,Equally minority/nonminority,004,Nonveteran,641,Firms with 20 to 49 employees,2019,S,S,"10,000 to 24,999 employees",S,
9551,9551,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,91,Equally minority/nonminority,004,Nonveteran,642,Firms with 50 to 99 employees,2019,55,R,3650,185881,
9552,9552,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,91,Equally minority/nonminority,004,Nonveteran,651,Firms with 100 to 249 employees,2019,S,S,"5,000 to 9,999 employees",S,
9553,9553,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,91,Equally minority/nonminority,004,Nonveteran,652,Firms with 250 to 499 employees,2019,D,D,500 to 999 employees,D,
9554,9554,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,91,Equally minority/nonminority,004,Nonveteran,657,Firms with 500 employees or more,2019,7,R,2244,119245,
9555,9555,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,92,Nonminority,004,Nonveteran,611,Firms with no employees,2019,99064,W,0,6921926,
9556,9556,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,92,Nonminority,004,Nonveteran,612,Firms with 1 to 4 employees,2019,348092,W,622779,34827311,
9557,9557,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,92,Nonminority,004,Nonveteran,620,Firms with 5 to 9 employees,2019,75644,W,494108,30380438,
9558,9558,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,92,Nonminority,004,Nonveteran,630,Firms with 10 to 19 employees,2019,43070,W,569884,38839380,
9559,9559,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,92,Nonminority,004,Nonveteran,641,Firms with 20 to 49 employees,2019,24698,W,724893,57115364,
9560,9560,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,92,Nonminority,004,Nonveteran,642,Firms with 50 to 99 employees,2019,6229,W,410240,37699844,
9561,9561,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,92,Nonminority,004,Nonveteran,651,Firms with 100 to 249 employees,2019,3887,W,503537,43935824,
9562,9562,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,92,Nonminority,004,Nonveteran,652,Firms with 250 to 499 employees,2019,1094,W,315136,27388888,
9563,9563,0100000US,United States,54,"Professional, scientific, and technical services",001,Total,001,Total,92,Nonminority,004,Nonveteran,657,Firms with 500 employees or more,2019,741,W,552008,42048407,
9564,9564,0100000US,United States,54,"Professional, scientific, and technical services",096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,611,Firms with no employees,2019,133844,W,0,8962249,
9565,9565,0100000US,United States,54,"Professional, scientific, and technical services",096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,612,Firms with 1 to 4 employees,2019,469459,W,838336,46557380,
9566,9566,0100000US,United States,54,"Professional, scientific, and technical services",096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,620,Firms with 5 to 9 employees,2019,99420,W,650260,39989021,
9567,9567,0100000US,United States,54,"Professional, scientific, and technical services",096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,630,Firms with 10 to 19 employees,2019,55229,W,730174,50577218,
9568,9568,0100000US,United States,54,"Professional, scientific, and technical services",096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,641,Firms with 20 to 49 employees,2019,31920,W,937584,72647012,
9569,9569,0100000US,United States,54,"Professional, scientific, and technical services",096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,642,Firms with 50 to 99 employees,2019,8165,W,533637,48262264,
9570,9570,0100000US,United States,54,"Professional, scientific, and technical services",096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,651,Firms with 100 to 249 employees,2019,5169,W,677546,58198394,
9571,9571,0100000US,United States,54,"Professional, scientific, and technical services",096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,652,Firms with 250 to 499 employees,2019,1489,W,443231,38575239,
9572,9572,0100000US,United States,54,"Professional, scientific, and technical services",096,Classifiable,096,Classifiable,96,Classifiable,096,Classifiable,657,Firms with 500 employees or more,2019,922,W,678956,52967045,
9573,9573,0100000US,United States,54,"Professional, scientific, and technical services",098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,611,Firms with no employees,2019,592,T,0,303411,
9574,9574,0100000US,United States,54,"Professional, scientific, and technical services",098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,612,Firms with 1 to 4 employees,2019,4193,U,8940,822236,
9575,9575,0100000US,United States,54,"Professional, scientific, and technical services",098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,620,Firms with 5 to 9 employees,2019,2089,U,14125,1206094,
9576,9576,0100000US,United States,54,"Professional, scientific, and technical services",098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,630,Firms with 10 to 19 employees,2019,1691,U,22602,1901013,
9577,9577,0100000US,United States,54,"Professional, scientific, and technical services",098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,641,Firms with 20 to 49 employees,2019,2269,W,70339,6488622,
9578,9578,0100000US,United States,54,"Professional, scientific, and technical services",098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,642,Firms with 50 to 99 employees,2019,1286,W,86946,8958773,
9579,9579,0100000US,United States,54,"Professional, scientific, and technical services",098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,651,Firms with 100 to 249 employees,2019,1487,W,192658,24449299,
9580,9580,0100000US,United States,54,"Professional, scientific, and technical services",098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,652,Firms with 250 to 499 employees,2019,819,W,212289,21286112,
9581,9581,0100000US,United States,54,"Professional, scientific, and technical services",098,Unclassifiable,098,Unclassifiable,98,Unclassifiable,098,Unclassifiable,657,Firms with 500 employees or more,2019,2362,W,3263850,368534504,
9582,9582,0100000US,United States,55,Management of companies and enterprises,001,Total,001,Total,00,Total,001,Total,611,Firms with no employees,2019,S,S,0 to 19 employees,S,
9583,9583,0100000US,United States,55,Management of companies and enterprises,001,Total,001,Total,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,1785,S,3250,252696,
9584,9584,0100000US,United States,55,Management of companies and enterprises,001,Total,001,Total,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,726,S,3286,309865,
9585,9585,0100000US,United States,55,Management of companies and enterprises,001,Total,001,Total,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,1084,S,5643,425412,
9586,9586,0100000US,United States,55,Management of companies and enterprises,001,Total,001,Total,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,S,S,"25,000 to 49,999 employees",S,
9587,9587,0100000US,United States,55,Management of companies and enterprises,001,Total,001,Total,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,S,S,"25,000 to 49,999 employees",S,
9588,9588,0100000US,United States,55,Management of companies and enterprises,001,Total,001,Total,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,4932,S,150410,13162304,
9589,9589,0100000US,United States,55,Management of companies and enterprises,001,Total,001,Total,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,3467,S,157982,13281705,
9590,9590,0100000US,United States,55,Management of companies and enterprises,001,Total,001,Total,00,Total,001,Total,657,Firms with 500 employees or more,2019,7722,S,3178595,377075584,
9591,9591,0100000US,United States,55,Management of companies and enterprises,002,Female,001,Total,00,Total,001,Total,611,Firms with no employees,2019,182,S,0,16948,
9592,9592,0100000US,United States,55,Management of companies and enterprises,002,Female,001,Total,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,S,S,500 to 999 employees,S,
9593,9593,0100000US,United States,55,Management of companies and enterprises,002,Female,001,Total,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,S,S,500 to 999 employees,S,
9594,9594,0100000US,United States,55,Management of companies and enterprises,002,Female,001,Total,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,236,S,694,80544,
9595,9595,0100000US,United States,55,Management of companies and enterprises,002,Female,001,Total,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,S,S,"1,000 to 2,499 employees",S,
9596,9596,0100000US,United States,55,Management of companies and enterprises,002,Female,001,Total,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,378,S,3642,334685,
9597,9597,0100000US,United States,55,Management of companies and enterprises,002,Female,001,Total,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,S,S,"10,000 to 24,999 employees",S,
9598,9598,0100000US,United States,55,Management of companies and enterprises,002,Female,001,Total,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,197,S,9350,598845,
9599,9599,0100000US,United States,55,Management of companies and enterprises,002,Female,001,Total,00,Total,001,Total,657,Firms with 500 employees or more,2019,241,S,29781,2659496,
9600,9600,0100000US,United States,55,Management of companies and enterprises,003,Male,001,Total,00,Total,001,Total,611,Firms with no employees,2019,S,S,0 to 19 employees,S,
9601,9601,0100000US,United States,55,Management of companies and enterprises,003,Male,001,Total,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,S,S,"1,000 to 2,499 employees",S,
9602,9602,0100000US,United States,55,Management of companies and enterprises,003,Male,001,Total,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,363,S,1378,186774,
9603,9603,0100000US,United States,55,Management of companies and enterprises,003,Male,001,Total,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,671,S,4198,281850,
9604,9604,0100000US,United States,55,Management of companies and enterprises,003,Male,001,Total,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,S,S,"10,000 to 24,999 employees",S,
9605,9605,0100000US,United States,55,Management of companies and enterprises,003,Male,001,Total,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,S,S,"25,000 to 49,999 employees",S,
9606,9606,0100000US,United States,55,Management of companies and enterprises,003,Male,001,Total,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,S,S,"50,000 to 99,999 employees",S,
9607,9607,0100000US,United States,55,Management of companies and enterprises,003,Male,001,Total,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,1818,S,66371,6397873,
9608,9608,0100000US,United States,55,Management of companies and enterprises,003,Male,001,Total,00,Total,001,Total,657,Firms with 500 employees or more,2019,2177,S,306219,26261593,
9609,9609,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,001,Total,00,Total,001,Total,611,Firms with no employees,2019,101,S,0,4513,
9610,9610,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,001,Total,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,S,S,100 to 249 employees,S,
9611,9611,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,001,Total,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,S,S,250 to 499 employees,S,
9612,9612,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,001,Total,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,98,S,319,16729,
9613,9613,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,001,Total,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,S,S,"2,500 to 4,999 employees",S,
9614,9614,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,001,Total,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,S,S,"2,500 to 4,999 employees",S,
9615,9615,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,001,Total,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,291,S,2980,268168,
9616,9616,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,001,Total,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,S,S,"10,000 to 24,999 employees",S,
9617,9617,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,001,Total,00,Total,001,Total,657,Firms with 500 employees or more,2019,168,S,22151,1949081,
9618,9618,0100000US,United States,55,Management of companies and enterprises,001,Total,020,Hispanic,00,Total,001,Total,611,Firms with no employees,2019,57,S,0,13627,
9619,9619,0100000US,United States,55,Management of companies and enterprises,001,Total,020,Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,59,S,69,5431,
9620,9620,0100000US,United States,55,Management of companies and enterprises,001,Total,020,Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,D,D,100 to 249 employees,D,
9621,9621,0100000US,United States,55,Management of companies and enterprises,001,Total,020,Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,D,D,100 to 249 employees,D,
9622,9622,0100000US,United States,55,Management of companies and enterprises,001,Total,020,Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,S,S,"1,000 to 2,499 employees",S,
9623,9623,0100000US,United States,55,Management of companies and enterprises,001,Total,020,Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,55,S,306,13994,
9624,9624,0100000US,United States,55,Management of companies and enterprises,001,Total,020,Hispanic,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,49,S,945,82484,
9625,9625,0100000US,United States,55,Management of companies and enterprises,001,Total,020,Hispanic,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,6,S,196,22106,
9626,9626,0100000US,United States,55,Management of companies and enterprises,001,Total,020,Hispanic,00,Total,001,Total,657,Firms with 500 employees or more,2019,33,S,3502,235133,
9627,9627,0100000US,United States,55,Management of companies and enterprises,002,Female,020,Hispanic,00,Total,001,Total,611,Firms with no employees,2019,D,D,0 to 19 employees,D,
9628,9628,0100000US,United States,55,Management of companies and enterprises,002,Female,020,Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,D,D,20 to 99 employees,D,
9629,9629,0100000US,United States,55,Management of companies and enterprises,002,Female,020,Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,D,D,0 to 19 employees,D,
9630,9630,0100000US,United States,55,Management of companies and enterprises,002,Female,020,Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,D,D,20 to 99 employees,D,
9631,9631,0100000US,United States,55,Management of companies and enterprises,002,Female,020,Hispanic,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,D,D,20 to 99 employees,D,
9632,9632,0100000US,United States,55,Management of companies and enterprises,002,Female,020,Hispanic,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,D,D,20 to 99 employees,D,
9633,9633,0100000US,United States,55,Management of companies and enterprises,002,Female,020,Hispanic,00,Total,001,Total,657,Firms with 500 employees or more,2019,5,S,196,19473,
9634,9634,0100000US,United States,55,Management of companies and enterprises,003,Male,020,Hispanic,00,Total,001,Total,611,Firms with no employees,2019,S,S,0 to 19 employees,S,
9635,9635,0100000US,United States,55,Management of companies and enterprises,003,Male,020,Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,S,S,20 to 99 employees,S,
9636,9636,0100000US,United States,55,Management of companies and enterprises,003,Male,020,Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,D,D,100 to 249 employees,D,
9637,9637,0100000US,United States,55,Management of companies and enterprises,003,Male,020,Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,D,D,0 to 19 employees,D,
9638,9638,0100000US,United States,55,Management of companies and enterprises,003,Male,020,Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,52,S,880,26805,
9639,9639,0100000US,United States,55,Management of companies and enterprises,003,Male,020,Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,9,S,184,11087,
9640,9640,0100000US,United States,55,Management of companies and enterprises,003,Male,020,Hispanic,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,42,S,852,80026,
9641,9641,0100000US,United States,55,Management of companies and enterprises,003,Male,020,Hispanic,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,4,S,118,16205,
9642,9642,0100000US,United States,55,Management of companies and enterprises,003,Male,020,Hispanic,00,Total,001,Total,657,Firms with 500 employees or more,2019,25,S,2357,185544,
9643,9643,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,020,Hispanic,00,Total,001,Total,611,Firms with no employees,2019,7,S,0,1338,
9644,9644,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,020,Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,D,D,0 to 19 employees,D,
9645,9645,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,020,Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,D,D,100 to 249 employees,D,
9646,9646,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,020,Hispanic,00,Total,001,Total,641,Firms with 20 to 49 employees,2019,D,D,100 to 249 employees,D,
9647,9647,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,020,Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,D,D,20 to 99 employees,D,
9648,9648,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,020,Hispanic,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,D,D,20 to 99 employees,D,
9649,9649,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,020,Hispanic,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,D,D,20 to 99 employees,D,
9650,9650,0100000US,United States,55,Management of companies and enterprises,004,Equally male/female,020,Hispanic,00,Total,001,Total,657,Firms with 500 employees or more,2019,D,D,500 to 999 employees,D,
9651,9651,0100000US,United States,55,Management of companies and enterprises,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,611,Firms with no employees,2019,42,S,0,1719,
9652,9652,0100000US,United States,55,Management of companies and enterprises,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,612,Firms with 1 to 4 employees,2019,S,S,20 to 99 employees,S,
9653,9653,0100000US,United States,55,Management of companies and enterprises,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,620,Firms with 5 to 9 employees,2019,D,D,0 to 19 employees,D,
9654,9654,0100000US,United States,55,Management of companies and enterprises,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,630,Firms with 10 to 19 employees,2019,D,D,20 to 99 employees,D,
9655,9655,0100000US,United States,55,Management of companies and enterprises,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,642,Firms with 50 to 99 employees,2019,38,S,1031,30818,
9656,9656,0100000US,United States,55,Management of companies and enterprises,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,651,Firms with 100 to 249 employees,2019,S,S,500 to 999 employees,S,
9657,9657,0100000US,United States,55,Management of companies and enterprises,001,Total,028,Equally Hispanic/non-Hispanic,00,Total,001,Total,652,Firms with 250 to 499 employees,2019,D,D,250 to 499 employees,D,
